400.00	399.63	399.63	-154.33	-26.37	-1.55	1.55	0.30	0.21	0.21	399.40	399.62	399.63	-154.33	-26.37	-1.55	0.00	-1.55	1.55	0.21	-6.01	6.01	5.94	5.94	5.94	-94.64	3.64	94.64	3.64	97.84	
400.00	399.69	399.69	-178.54	-30.97	-1.82	1.82	0.31	0.23	0.22	399.42	399.68	399.69	-178.54	-30.97	-1.82	0.00	-1.82	1.82	0.22	-5.77	5.77	5.71	5.71	5.71	-92.51	5.23	92.51	5.23	97.28	
400.00	399.75	399.75	-201.72	-35.41	-2.08	2.08	0.32	0.24	0.23	399.45	399.74	399.75	-201.72	-35.41	-2.08	0.00	-2.08	2.08	0.23	-5.51	5.51	5.45	5.45	5.45	-90.10	7.08	90.10	7.08	96.71	
400.00	399.81	399.81	-223.73	-39.61	-2.33	2.33	0.33	0.25	0.24	399.47	399.80	399.81	-223.73	-39.61	-2.33	0.00	-2.33	2.33	0.24	-5.22	5.22	5.15	5.15	5.15	-87.44	9.16	87.44	9.16	96.11	
400.00	399.87	399.87	-244.47	-43.62	-2.56	2.56	0.33	0.26	0.25	399.51	399.86	399.87	-244.47	-43.62	-2.56	0.00	-2.56	2.56	0.25	-4.90	4.90	4.83	4.83	4.83	-84.55	11.47	84.55	11.47	95.50	
400.00	399.93	399.93	-263.80	-47.35	-2.78	2.78	0.34	0.27	0.26	399.54	399.92	399.93	-263.80	-47.35	-2.78	0.00	-2.78	2.78	0.26	-4.55	4.55	4.48	4.48	4.48	-81.42	13.99	81.42	13.99	94.87	
400.00	400.00	400.00	-281.63	-50.84	-2.99	2.99	0.34	0.28	0.27	399.58	399.99	400.00	-281.63	-50.84	-2.99	0.00	-2.99	2.99	0.27	-4.18	4.18	4.11	4.11	4.11	-78.08	16.69	78.08	16.69	94.22	
400.00	400.06	400.06	-297.85	-54.01	-3.18	3.18	0.35	0.30	0.28	399.62	400.05	400.06	-297.85	-54.01	-3.18	0.00	-3.18	3.18	0.28	-3.78	3.78	3.71	3.71	3.71	-74.55	19.58	74.55	19.58	93.55	
400.00	400.13	400.13	-312.38	-56.90	-3.34	3.34	0.36	0.31	0.29	399.66	400.12	400.13	-312.38	-56.90	-3.34	0.00	-3.34	3.34	0.29	-3.36	3.36	3.29	3.29	3.29	-70.85	22.62	70.85	22.62	92.87	
400.00	400.19	400.19	-325.13	-59.43	-3.49	3.49	0.36	0.32	0.29	399.70	400.18	400.19	-325.13	-59.43	-3.49	0.00	-3.49	3.49	0.29	-2.93	2.93	2.86	2.86	2.86	-66.99	25.79	66.99	25.79	92.17	
400.00	400.25	400.25	-336.04	-61.67	-3.62	3.62	0.37	0.33	0.30	399.75	400.24	400.25	-336.04	-61.67	-3.62	0.00	-3.62	3.62	0.30	-2.48	2.48	2.41	2.41	2.41	-63.00	29.09	63.00	29.09	91.45	
400.00	400.31	400.31	-345.03	-63.51	-3.73	3.73	0.37	0.35	0.31	399.79	400.30	400.31	-345.03	-63.51	-3.73	0.00	-3.73	3.73	0.31	-2.01	2.01	1.94	1.94	1.94	-58.89	32.48	58.89	32.48	90.71	
400.00	400.37	400.37	-352.07	-65.04	-3.82	3.82	0.38	0.36	0.32	399.84	400.36	400.37	-352.07	-65.04	-3.82	0.00	-3.82	3.82	0.32	-1.53	1.53	1.47	1.47	1.47	-54.68	35.95	54.68	35.95	89.96	
400.00	400.43	400.43	-357.12	-66.15	-3.89	3.89	0.38	0.37	0.33	399.89	400.42	400.43	-357.12	-66.15	-3.89	0.00	-3.89	3.89	0.33	-1.05	1.05	0.98	0.98	0.98	-50.41	39.47	50.41	39.47	89.19	
400.00	400.48	400.48	-360.15	-66.93	-3.93	3.93	0.39	0.38	0.34	399.94	400.47	400.48	-360.15	-66.93	-3.93	0.00	-3.93	3.93	0.34	-0.56	0.56	0.50	0.50	0.50	-46.09	43.02	46.09	43.02	88.40	
400.00	400.54	400.54	-361.14	-67.30	-3.96	3.96	0.39	0.39	0.35	399.99	400.53	400.54	-361.14	-67.30	-3.96	0.00	-3.96	3.96	0.35	-0.07	0.07	0.00	0.00	0.00	-41.74	46.59	41.74	46.59	87.60	
400.00	400.58	400.58	-360.09	-67.32	-3.96	3.96	0.39	0.41	0.36	400.04	400.58	400.58	-360.09	-67.32	-3.96	0.00	-3.96	3.96	0.36	0.43	-0.43	-0.49	-0.49	-0.49	-37.38	50.14	37.38	50.14	86.78	
400.00	400.63	400.63	-357.01	-66.93	-3.93	3.93	0.40	0.42	0.37	400.09	400.62	400.63	-357.01	-66.93	-3.93	0.00	-3.93	3.93	0.37	0.92	-0.92	-0.97	-0.97	-0.97	-33.05	53.66	33.05	53.66	85.95	
400.00	400.67	400.67	-351.91	-66.19	-3.89	3.89	0.40	0.43	0.37	400.14	400.67	400.67	-351.91	-66.19	-3.89	0.00	-3.89	3.89	0.37	1.40	-1.40	-1.45	-1.45	-1.45	-28.75	57.12	28.75	57.12	85.09	
400.00	400.71	400.71	-344.83	-65.05	-3.82	3.82	0.41	0.44	0.38	400.18	400.71	400.71	-344.83	-65.05	-3.82	0.00	-3.82	3.82	0.38	1.88	-1.88	-1.93	-1.93	-1.93	-24.52	60.51	24.52	60.51	84.23	
400.00	400.75	400.75	-335.81	-63.57	-3.74	3.74	0.41	0.45	0.39	400.23	400.74	400.75	-335.81	-63.57	-3.74	0.00	-3.74	3.74	0.39	2.34	-2.34	-2.39	-2.39	-2.39	-20.37	63.79	20.37	63.79	83.34	
400.00	201.87	201.87	-523.51	-82.60	-4.86	4.86	0.42	0.47	0.40	381.94	183.51	201.87	-523.51	-82.60	-4.86	0.00	-4.86	4.86	0.40	-180.59	180.59	-2.98	-2.98	-2.98	-15.09	68.18	15.09	68.18	82.45	
400.00	20.27	20.27	-690.91	-117.61	-6.91	6.91	0.42	0.48	0.41	381.85	1.74	20.27	-690.91	-117.61	-6.91	0.00	-6.91	6.91	0.41	-181.51	181.51	-3.83	-3.83	-3.83	-7.76	74.62	7.76	74.62	81.53	
400.00	-70.80	-70.80	-763.96	-138.52	-8.14	8.14	0.42	0.49	0.41	390.06	-81.22	-70.80	-763.96	-138.52	-8.14	0.00	-8.14	8.14	0.41	-99.30	99.30	-4.83	-4.83	-4.83	0.80	82.27	-0.80	82.27	80.60	
400.00	-79.29	-79.29	-750.19	-142.22	-8.36	8.36	0.42	0.51	0.42	398.32	-81.55	-79.29	-750.19	-142.22	-8.36	0.00	-8.36	8.36	0.42	-16.75	16.75	-5.85	-5.85	-5.85	9.58	90.12	-9.58	90.12	79.66	
400.00	-46.42	-46.42	-691.15	-270.31	-15.89	15.89	0.43	0.53	0.43	402.83	-44.26	-46.42	-691.15	-270.31	-15.89	0.00	-15.89	15.89	0.43	28.35	-28.35	-6.71	-6.71	-6.71	7.54	105.47	-7.54	105.47	97.03	
400.00	-9.77	-9.77	-625.21	-281.78	-16.57	16.57	0.44	0.56	0.44	403.58	-6.92	-9.77	-625.21	-281.78	-16.57	0.00	-16.57	16.57	0.44	35.89	-35.89	-7.35	-7.35	-7.35	0.69	121.48	-0.69	121.48	119.87	
400.00	11.95	11.95	-571.67	-222.11	-13.06	13.06	0.46	0.59	0.46	402.30	13.45	11.95	-571.67	-222.11	-13.06	0.00	-13.06	13.06	0.46	23.00	-23.00	-7.92	-7.92	-7.92	-3.49	133.95	3.49	133.95	136.49	
